reviewKey,choice,disposition,maturity,reason,skillId,itemId,itemName,itemNameZh,slotLabel,effectName,mechanismType,reviewSide,userNote,plainText
3742|3742|dead_man_s_plate|pass2|Unsinkable,不做,excluded,not_in_seed,user_marked_no,,3742,Dead Man's Plate,亡者的板甲,被动2,Unsinkable,其他,坦克/靶子穿,,Gain 15% tip(slow resist).
1101|1101|scorchclaw_pup|pass|Jungle Companions,不做,excluded,not_in_seed,user_marked_no,,1101,Scorchclaw Pup,焰爪猫幼崽,被动1,Jungle Companions,其他,ADC/攻击者穿 + 坦克/靶子穿,,Summon a Scorchclaw Pup companion to assist you in combat against monsters.
1101|1101|scorchclaw_pup|pass2|Scorchclaw's Slash,不做,excluded,not_in_seed,user_marked_no,,1101,Scorchclaw Pup,焰爪猫幼崽,被动2,Scorchclaw's Slash,其他,ADC/攻击者穿 + 坦克/靶子穿,,"Feed your companion enough treats to evolve it and upgrade your si(Smite). Upon the companion reaching its final evolution, this item is consumed, granting you the bi(Scorchclaw's Slash) buff."
3144|3144|scout_s_slingshot|pass|Bullseye,不做,excluded,not_in_seed,user_marked_no,,3144,Scout's Slingshot,斥候弹弓,被动1,Bullseye,伤害修正,ADC/攻击者穿,小件没必要,"Damaging an enemy champion deals as(40 bonus magic damage) (40 second cooldown, reduced by 1 second tip(on-attack))."
3033|3033|mortal_reminder|pass|Grievous Wounds,现在做,excluded,not_in_seed,grievous_wounds_only_matters_with_target_healing_model,,3033,Mortal Reminder,凡性的提醒,被动1,Grievous Wounds,伤害修正,ADC/攻击者穿,,Dealing as(physical damage) to enemy champions inflicts them with tip(Grievous Wounds) for 3 seconds.
2523|2523|hexoptics_c44|pass|Magnification,现在做,backlog,not_in_seed,requires_outgoing_hp_change_coefficient_bucket_or_damage_multiplier_runtime_seed; user_requested_fixed_10_percent,,2523,Hexoptics C44,海克斯镜片 C44,被动1,Magnification,伤害修正,ADC/攻击者穿,当成一个常驻的10%普通攻击伤害乘区就行,"Deal pp(0 to 10 for 11; 0 to 500; key=%; type=distance to target; formula=1% per 50 units away, up to a maximum of 10%.) increased tip(basic damage). The distance is calculated from the tip(er; icononly=true) edge of your current position to edge of the target's position at the time they are damaged."
3143|3143|randuin_s_omen|pass|Resilience,现在做,converted,ready_candidate,converted_to_seed_candidate,item_3143_randuins_omen_resilience_reviewed_tank_adc,3143,Randuin's Omen,兰顿之兆,被动1,Resilience,伤害修正,坦克/靶子穿,,Reduces incoming damage from tip(critical strike; critical strikes) by 30%.
3042|3042|muramana|pass|Awe,不做,excluded,not_in_seed,user_marked_no,,3042,Muramana,魔切,被动1,Awe,伤害修正,ADC/攻击者穿,,Grants as(bonus attack damage) equal to as(2% maximum mana).
3004|3004|manamune|pass|Awe,现在做,backlog,not_in_seed,bonus_ad_from_maximum_mana_requires_explicit_mana_baseline_or_attribute_bucket,,3004,Manamune,魔宗,被动1,Awe,伤害修正,ADC/攻击者穿,,Grants as(bonus attack damage) equal to as(2% maximum mana).
2051|2051|guardian_s_horn|pass|Undaunted,现在做,backlog,not_in_seed,flat_incoming_damage_reduction_requires_hp_change_flat_post_percent_bucket,,2051,Guardian's Horn,守护者号角,被动1,Undaunted,伤害修正,坦克/靶子穿,,"Reduces all sources of incoming champion damage by 15, modified to fd(3.75) against damage over time abilities."
3082|3082|warden_s_mail|pass|Rock Solid,现在做,backlog,not_in_seed,flat_basic_damage_reduction_with_20pct_cap_requires_hp_change_flat_bucket_and_cap,,3082,Warden's Mail,守望者铠甲,被动1,Rock Solid,伤害修正,坦克/靶子穿,,"Every first incoming instance of tt(post-mitigation; Damage calculated after modifiers) tip(basic damage) per tip(cast instance) is reduced by 15, with a maximum of 20% reduction each."
3123|3123|executioner_s_calling|pass|Grievous Wounds,现在做,excluded,not_in_seed,grievous_wounds_only_matters_with_target_healing_model,,3123,Executioner's Calling,死刑宣告,被动1,Grievous Wounds,伤害修正,ADC/攻击者穿,,Dealing as(physical damage) to enemy champions inflicts them with tip(Grievous Wounds) for 3 seconds.
2501|2501|overlord_s_bloodmail|pass|Tyranny,不做,excluded,not_in_seed,user_marked_no,,2501,Overlord's Bloodmail,霸王血铠,被动1,Tyranny,治疗/护盾,坦克/靶子穿,,Gain as(bonus attack damage) equal to as(fd(2.5)% bonus health).
2501|2501|overlord_s_bloodmail|pass2|Retribution,不做,excluded,not_in_seed,user_marked_no,,2501,Overlord's Bloodmail,霸王血铠,被动2,Retribution,治疗/护盾,坦克/靶子穿,,Gain as(bonus attack damage) equal to pp(0 to 12 by 1; 0 to 70; key=%; key1=%; type=missing health; color=health) of your as(total attack damage) from other sources.
2504|2504|kaenic_rookern|pass|Magebane,现在做,backlog,not_in_seed,magic_shield_runtime_not_expressed_as_dps_passive_seed,,2504,Kaenic Rookern,败魔,被动1,Magebane,治疗/护盾,坦克/靶子穿,,"After not taking as(magic damage) for 15 seconds, gain a tip(shield) that absorbs as(magic damage) equal to as(15% of maximum health) until destroyed."
6673|6673|immortal_shieldbow|pass|Lifeline,现在做,backlog,not_in_seed,threshold_shield_runtime_not_expressed_as_dps_passive_seed,,6673,Immortal Shieldbow,不朽盾弓,被动1,Lifeline,治疗/护盾,ADC/攻击者穿,,"If you would take damage that would reduce you below as(30% of your maximum health), you first gain a tip(shield) that absorbs rd(400 to 700 for 11; 400*0.8 to 700*0.8 for 11; levels=1;9 to 18; pp=true) damage for 3 seconds."
1054|1054|doran_s_shield|pass|Enduring Focus,不做,excluded,not_in_seed,user_marked_no,,1054,Doran's Shield,多兰之盾,被动1,Enduring Focus,治疗/护盾,ADC/攻击者穿 + 坦克/靶子穿,,"After taking damage from a champion, gain bonus health regeneration per second equal to as(rd(0 to 5 for 11; 0 to 3.75 for 11; levels=0 to 75; key1=%; formula1=0.066 health regen for every 1% missing health; formula2=0.05 health regen for every 1% missing health; type=current missing health; pp=true); health) for 8 seconds, refreshing on subsequent champion damage taken. Area of effect, damage over time, or proc damage taken trigger this effect with the tip(ranged) values."
3036|3036|lord_dominik_s_regards|pass|Giant Slayer,现在做,backlog,not_in_seed,target_bonus_health_damage_multiplier_requires_outgoing_hp_change_coefficient_bucket,,3036,Lord Dominik's Regards,多米尼克领主的致意,被动1,Giant Slayer,治疗/护盾,ADC/攻击者穿,,"Deal pp(0 to 15 for 16; 0 to 1500; key=%; type=target's bonus health; formula=1% per 100 bonus health, up to a maximum of 15% at 1500 bonus health.; color=health) increased damage against enemy champions."
3155|3155|hexdrinker|pass|Lifeline,现在做,backlog,not_in_seed,threshold_magic_shield_runtime_not_expressed_as_dps_passive_seed,,3155,Hexdrinker,海克斯饮魔刀,被动1,Lifeline,治疗/护盾,ADC/攻击者穿,,"If you would take as(magic damage) that would reduce you below as(30% of your maximum health), you first gain a tip(shield) that absorbs as(rd(110 to 280; 82.5 to 210; pp=true) magic damage) for fd(2.5) seconds."
3083|3083|warmog_s_armor|pass|,现在做,excluded,not_in_seed,conditional_regen_enable_no_direct_damage_effect,,3083,Warmog's Armor,狂徒铠甲,被动1,,治疗/护盾,坦克/靶子穿,,Grants Warmog's Heart if you have at least as(2000 bonus health).
3083|3083|warmog_s_armor|pass2|Warmog's Heart,现在做,backlog,not_in_seed,out_of_combat_regen_not_single_attacker_dps_damage_seed,,3083,Warmog's Armor,狂徒铠甲,被动2,Warmog's Heart,治疗/护盾,坦克/靶子穿,,stil(Health regeneration; Regenerate)ft(as(fd(1.5)% maximum health) every fd(0.5) seconds; as(15% maximum health) every 5 seconds)if damage has not been taken in the last 8 seconds (3 seconds for damage from non-champions).
3083|3083|warmog_s_armor|pass3|Warmog's Vitality,现在做,backlog,not_in_seed,bonus_health_from_items_requires_item_sourced_hp_attribute_bucket,,3083,Warmog's Armor,狂徒铠甲,被动3,Warmog's Vitality,治疗/护盾,坦克/靶子穿,,Gain as(bonus health) equal to as(12% bonus health from items).
3119|3119|winter_s_approach|pass|Awe,不做,excluded,not_in_seed,user_marked_no,,3119,Winter's Approach,凛冬之临,被动1,Awe,治疗/护盾,坦克/靶子穿,,Grants as(bonus health) equal to as(15% bonus mana).
3156|3156|maw_of_malmortius|pass|Lifeline,现在做,backlog,not_in_seed,threshold_magic_shield_and_omnivamp_runtime_not_expressed_as_dps_passive_seed,,3156,Maw of Malmortius,玛莫提乌斯之噬,被动1,Lifeline,治疗/护盾,ADC/攻击者穿,,"If you would take as(magic damage) that would reduce you below as(30% of your maximum health), you first gain a tip(shield) that absorbs as(rd(200; 150); magic damage) as((+ rd(150%; fd(112.5)%) bonus AD)) as(magic damage) for 3 seconds. Additionally, triggering this effect grants you as(10% omnivamp) until the end of combat."
3121|3121|fimbulwinter|pass|Awe,不做,excluded,not_in_seed,user_marked_no,,3121,Fimbulwinter,末日寒冬,被动1,Awe,治疗/护盾,坦克/靶子穿,,Grants as(bonus health) equal to as(15% bonus mana).
3109|3109|knight_s_vow|pass|Sacrifice,不做,excluded,not_in_seed,user_marked_no,,3109,Knight's Vow,骑士之誓,被动1,Sacrifice,治疗/护盾,坦克/靶子穿,,"While your Worthy ally is tt(tethered to you; 1250 units, center to edge) and you are above as(30% of your maximum health), redirect 14% of the tt(pre-mitigation; Damage calculated before the Worthy ally's modifiers) as(physical; physical damage) and as(magic; magic damage) damage they take to you as the respective damage type. Additionally, you tip(heal) for 12% of the tt(post-mitigation damage; Damage calculated after modifiers) dealt by your Worthy ally to champions."
6676|6676|the_collector|pass|Death,现在做,converted,ready_candidate,converted_to_seed_candidate,item_6676_the_collector_death_reviewed_tank_adc,6676,The Collector,收集者,被动1,Death,治疗/护盾,ADC/攻击者穿,,"If you deal tt(post-mitigation; Damage calculated after modifiers) damage that would leave a champion below as(5% of their maximum health), tip(execute) them."
3026|3026|guardian_angel|pass|Rebirth,不做,excluded,not_in_seed,user_marked_no,,3026,Guardian Angel,守护天使,被动1,Rebirth,治疗/护盾,ADC/攻击者穿,,"Upon taking lethal damage, enter tip(resurrection) for 4 seconds, during which you are tip(invulnerable), tip(untargetable), and unable to act, and afterwards tip(heal) for as(50% of base health) and restore as(100% of maximum mana) (300 second cooldown, starts after resurrection ends)."
3112|3112|guardian_s_orb|pass|Recovery,不做,excluded,not_in_seed,user_marked_no,,3112,Guardian's Orb,守护者法球,被动1,Recovery,治疗/护盾,坦克/靶子穿,,Gain as(10 bonus mana regeneration). Manaless champions gain as(15 bonus health regeneration) instead.
3084|3084|heartsteel|pass2|Goliath,现在做,excluded,not_in_seed,size_increase_no_dps_effect,,3084,Heartsteel,心之钢,被动2,Goliath,治疗/护盾,坦克/靶子穿,,Gain as(pp(key=%; 0 to 30 for 11; 0 to 10000; type=maximum health); hp) increased size.
3072|3072|bloodthirster|pass|Ichorshield,现在做,backlog,not_in_seed,overheal_to_shield_runtime_not_expressed_as_dps_passive_seed,,3072,Bloodthirster,饮血剑,被动1,Ichorshield,治疗/护盾,ADC/攻击者穿,,"Convert the tip(healing) received from sti(life steal) in excess of as(maximum health) into a tip(shield) for up to pp(165 + (315-165)/10*(x-1); 1;9 to 20 by 1; formula=165 base, then +15 per level starting from level 9.), which lasts until destroyed."
2525|2525|protoplasm_harness|pass|Lifeline,不做,excluded,not_in_seed,user_marked_no,,2525,Protoplasm Harness,原生质护带,被动1,Lifeline,治疗/护盾,坦克/靶子穿,,"If you would take damage that would reduce you below as(30% of your maximum health), you first gain as(pp(200 + (300-200)/17*(x-1) for 20) bonus health) for 5 seconds and tip(heal) yourself for pp(200 + (400-200)/17*(x-1) for 20; color=heal) as((+ 175% bonus armor)) as((+ 175% bonus magic resistance)) over the same duration, during which you also gain 15% increased size, as(10% bonus movement speed), and 25% tip(tenacity)."
3065|3065|spirit_visage|pass|Boundless Vitality,现在做,backlog,not_in_seed,healing_shielding_amp_not_relevant_without_heal_or_shield_runtime_target,,3065,Spirit Visage,振奋盔甲,被动1,Boundless Vitality,治疗/护盾,坦克/靶子穿,,Increases all tip(heal; healing) and tip(shield; shielding) received as well as stil(health regeneration) by 25%.
3109|3109|knight_s_vow|act|Pledge,不做,excluded,not_in_seed,user_marked_no,,3109,Knight's Vow,骑士之誓,主动,Pledge,主动效果,坦克/靶子穿,,"Designate the target allied champion as being Worthy, forming a tip(tether) between you and them. Champions can only be designated as Worthy by one Knight's Vow at a time. You cannot be designated as Worthy by an ally's Knight's Vow once you've formed a tether."
3140|3140|quicksilver_sash|act|Quicksilver,不做,excluded,not_in_seed,user_marked_no,,3140,Quicksilver Sash,水银饰带,主动,Quicksilver,主动效果,ADC/攻击者穿,,Removes all tip(crowd control) debuffs (except tip(Airborne)) from your champion.
3139|3139|mercurial_scimitar|act|Quicksilver,不做,excluded,not_in_seed,user_marked_no,,3139,Mercurial Scimitar,水银弯刀,主动,Quicksilver,主动效果,ADC/攻击者穿,,Removes all tip(crowd control) debuffs (except tip(Airborne)) from your champion and grants as(50% bonus total movement speed) and tip(ghosted; ghosting) for 2 seconds.
228001|228001|anathema_s_chains|act|Vow,现在做,excluded,not_in_seed,covered_by_vendetta_assumption_selected_nemesis_in_range_not_separate_runtime_action,,228001,Anathema's Chains,厌恨锁链,主动,Vow,主动效果,坦克/靶子穿,,"Curse the target enemy champion, designating them as your Nemesis. Choosing a new Nemesis removes the curse from the old one. Cannot be cast for 15 seconds while in combat with enemy champions."
