key,inventoryOrdinal,sourceKind,ownerId,skillKey,passiveName,currentStatus,currentCompletionMode,lane,blocker,mechanismTagsJson,unifiedSourceRefsJson,wikiOwnerName,wikiPageId,wikiItemId,wikiEffectSlotsJson,wikiSourceRef,templateState,templateKind,draftContractJson,verificationGatesJson,nonclaimsJson
hero_skill|hero_jinx|R|超究极死神飞弹！,59,hero_skill,hero_jinx,R,超究极死神飞弹！,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_jinx|R|超究极死神飞弹！""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_jinx|R|超究极死神飞弹！""}]",Jinx,jinx-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/jinx-r.json@rev4007616 sha256:17ec580b10e2e4e8a0650682afc52ea8fc2b79a9ffbe7b93e9361c4f5c710a87,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_kaisa|Q|艾卡西亚暴雨,61,hero_skill,hero_kaisa,Q,艾卡西亚暴雨,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_kaisa|Q|艾卡西亚暴雨""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_kaisa|Q|艾卡西亚暴雨""}]",Kai'Sa,kaisa-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/kaisa-q.json@rev4038389 sha256:49de9f47013759a95cad6b8e671efb61d3d8adac02901e70c902b59fc945f71b,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_kalista|E|撕裂,68,hero_skill,hero_kalista,E,撕裂,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_kalista|E|撕裂""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_kalista|E|撕裂""}]",Kalista,kalista-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/kalista-e.json@rev4004071 sha256:6b94b5174a623058abbee2e716ea59298a2ddc3b79741660b89faf4e6913ede7,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_kalista|W|哨兵,67,hero_skill,hero_kalista,W,哨兵,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_kalista|W|哨兵""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_kalista|W|哨兵""}]",Kalista,kalista-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/kalista-w.json@rev4007621 sha256:d5b77c4c464ee11521130013b07ed004444bb20e442ee53379fd5ec9802c2e2d,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_kayle|E|星火符刃,73,hero_skill,hero_kayle,E,星火符刃,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_kayle|E|星火符刃""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_kayle|E|星火符刃""}]",Kayle,kayle-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/kayle-e.json@rev3982990 sha256:2b0a053f7f651c1f822100256bc2126987de1ec4aa4003d7d4c761d132aca4b3,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_kayle|P|登神长阶,70,hero_skill,hero_kayle,P,登神长阶,blocked_runtime,none,generic_runtime,distance_or_ratio_input,"[""distance_or_ratio_modifier""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_kayle|P|登神长阶""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_kayle|P|登神长阶""}]",Kayle,kayle-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/kayle-p.json@rev4038393 sha256:57059ceeffcd2a5988c64b9ea63552a6c7837cc4dffb4c02803f288b7c629a81,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_kayle|R|圣裁之刻,74,hero_skill,hero_kayle,R,圣裁之刻,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_kayle|R|圣裁之刻""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_kayle|R|圣裁之刻""}]",Kayle,kayle-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/kayle-r.json@rev3962015 sha256:58ddb9c5d041d7741263b05a24de93a123bc83bf7261bcfec77b8dba3042b21f,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_kindred|E|横生惧意,78,hero_skill,hero_kindred,E,横生惧意,blocked_runtime,none,generic_runtime,distance_or_ratio_input,"[""distance_or_ratio_modifier""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_kindred|E|横生惧意""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_kindred|E|横生惧意""}]",Kindred,kindred-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/kindred-e.json@rev4022506 sha256:19b3fcaebacc7f41676122e57574eb3e4a91cbc838a915439c02f6cca79bf5b4,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_kindred|Q|乱箭之舞,76,hero_skill,hero_kindred,Q,乱箭之舞,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_kindred|Q|乱箭之舞""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_kindred|Q|乱箭之舞""}]",Kindred,kindred-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/kindred-q.json@rev4007746 sha256:283e590573c7df7385cf317dd4bf881f84af6227080f444ead1d3fd11bb9f3a0,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_kindred|W|狼灵狂热,77,hero_skill,hero_kindred,W,狼灵狂热,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_kindred|W|狼灵狂热""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_kindred|W|狼灵狂热""}]",Kindred,kindred-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/kindred-w.json@rev4038396 sha256:0bf8193ea5a15df5822b58d5a5412defe2a26f5fc8524100b14d0fe793f08185,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_kogmaw|P|来自艾卡西亚的惊喜,80,hero_skill,hero_kogmaw,P,来自艾卡西亚的惊喜,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_kogmaw|P|来自艾卡西亚的惊喜""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_kogmaw|P|来自艾卡西亚的惊喜""}]",Kog'Maw,kogmaw-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/kogmaw-p.json@rev4038400 sha256:b2fce14041b308df48350e51bd49e4211798d39ba3343f1ada899ba7637bb583,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_lucian|P|圣光银弹,85,hero_skill,hero_lucian,P,圣光银弹,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_lucian|P|圣光银弹""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_lucian|P|圣光银弹""}]",Lucian,lucian-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/lucian-p.json@rev4041164 sha256:2075552afd37574e37c167fb7f2d937d2cb00d24999b59dd494c15dd819cd158,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_missfortune|E|枪林弹雨,93,hero_skill,hero_missfortune,E,枪林弹雨,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_missfortune|E|枪林弹雨""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_missfortune|E|枪林弹雨""}]",Miss Fortune,missfortune-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/missfortune-e.json@rev3936384 sha256:a38b513373be3b0491f7c967af8827dbdc9196452e5feb25614af3b78ab286f7,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_missfortune|P|厄运的眷顾,90,hero_skill,hero_missfortune,P,厄运的眷顾,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""dps_relevant_manual_review""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_missfortune|P|厄运的眷顾""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_missfortune|P|厄运的眷顾""}]",Miss Fortune,missfortune-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/missfortune-p.json@rev4027989 sha256:2ed72684109983e9116050fcc34d6536903b9d04c0569f6633f4b734daae7527,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_missfortune|Q|一箭双雕,91,hero_skill,hero_missfortune,Q,一箭双雕,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_missfortune|Q|一箭双雕""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_missfortune|Q|一箭双雕""}]",Miss Fortune,missfortune-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/missfortune-q.json@rev3993572 sha256:0a54b482c654246ae877966b87882d49ab73fc9fad075e5483a04b3b7081e1ed,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_missfortune|R|弹幕时间,94,hero_skill,hero_missfortune,R,弹幕时间,blocked_runtime,none,generic_runtime,deterministic_random_crit_sequence,"[""deterministic_random_crit_sequence""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_missfortune|R|弹幕时间""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_missfortune|R|弹幕时间""}]",Miss Fortune,missfortune-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/missfortune-r.json@rev3987215 sha256:354cac88f79defa26369f485743f697bf61b50a814b008a8aa6c308b7e394d8a,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_missfortune|W|大步流星,92,hero_skill,hero_missfortune,W,大步流星,blocked_runtime,none,generic_runtime,blocked_data,"[""cooldown_or_haste_without_rotation""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_missfortune|W|大步流星""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_missfortune|W|大步流星""}]",Miss Fortune,missfortune-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/missfortune-w.json@rev4015416 sha256:ce7f3c75f7fde611ed0edd3f61b0ac306fb9896038f81214a88998ca84bd892f,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
